Notice Date,Company,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME
28-Apr-15,Bell Helicopter-S Norwood,Tarrant,Tarrant County WDA,538,3-Jul-15,28-Apr-15,Hurst
28-Apr-15,Bell Helicopter-Bell Helicopter Blvd.,Tarrant,Tarrant County WDA,35,3-Jul-15,28-Apr-15,Ft. Worth
28-Apr-15,Bell Helicopter-High River Rd.,Tarrant,Tarrant County WDA,35,3-Jul-15,28-Apr-15,Ft. Worth
28-Apr-15,Bell Helicopter-Arlington,Tarrant,Tarrant County WDA,35,3-Jul-15,28-Apr-15,Arlington
28-Apr-15,Bell Helicopter-Aviator Way,Tarrant,Tarrant County WDA,35,3-Jul-15,28-Apr-15,Ft. Worth
28-Apr-15,Bell Helicopter-Highway 360,Tarrant,Tarrant County WDA,35,3-Jul-15,28-Apr-15,Grand Prairie
27-Apr-15,CB&I Stone & Webster,Somervell,North Central Texas WDA,322,31-May-15,27-Apr-15,Glen Rose
23-Apr-15,Baker Hughes-Alice2,Jim Wells,Coastal Bend WDA,27,23-Apr-15,23-Apr-15,Alice
23-Apr-15,"Breg, Inc.",Tarrant,Tarrant County WDA,133,14-Aug-15,23-Apr-15,Grand Prairie
23-Apr-15,Hudson Group,Harris,Gulf Coast WDA,79,22-Jun-15,23-Apr-15,Houston
22-Apr-15,Express Scripts-N. Riverside,Tarrant,Tarrant County WDA,227,21-Jun-15,22-Apr-15,Ft. Worth
22-Apr-15,Express Scripts-N. Riverside,Tarrant,Tarrant County WDA,227,21-Jun-15,22-Apr-15,Ft. Worth
22-Apr-15,Halliburton-Interwood,Harris,Gulf Coast WDA,134,20-Apr-15,22-Apr-15,Houston
22-Apr-15,Delaware N Co. Travel Hosp. Svcs. Inc.-Houston,Harris,Gulf Coast WDA,333,30-Jun-15,22-Apr-15,Houston
21-Apr-15,Halliburton-Ft. Stockton,Pecos,Permian Basin WDA,93,20-Apr-15,21-Apr-15,Fort Stockton
21-Apr-15,Halliburton-Brownfield,Terry,South Plains WDA,99,20-Apr-15,21-Apr-15,Brownfield
21-Apr-15,Boeing Company,Harris,Gulf Coast WDA,1,19-Jun-15,21-Apr-15,Houston
20-Apr-15,Maxum Petroleum Operating Company dba Pilot Thomas Logistics,Nueces,Coastal Bend WDA,60,22-Jun-15,20-Apr-15,Robstown
4/17/2015,"US Steel Oilwell Services, LLC",Harris,Gulf Coast WDA,200,17-Jun-15,17-Apr-15,Houston
4/15/2015,Walmart-Midland,Midland,Permian Basin WDA,456,13-Apr-15,15-Apr-15,Midland
4/14/2015,Walmart - Livingston,Polk,Deep East Texas WDA,420,13-Apr-15,14-Apr-15,Livingston
4/14/2015,Office Max - Garland,Dallas,Dallas County WDA,72,12-Jun-15,14-Apr-15,Garland
4/9/2015,Android Industires-East Randoll Mill,Tarrant,Tarrant County WDA,40,13-Jun-15,9-Apr-15,Arlington
4/9/2015,Eisai Inc.,Dallas,Dallas County WDA,51,9-Jun-15,9-Apr-15,Irving
4/9/2015,Android Industries-Pioneer Pkwy,Tarrant,Tarrant County WDA,49,13-Jun-15,9-Apr-15,Arlington
4/9/2015,Android Industries-E Pioneer Pkwy,Tarrant,Tarrant County WDA,100,13-Jun-15,9-Apr-15,Arlington
4/9/2015,Android Industries,Tarrant,Tarrant County WDA,400,13-Jun-15,9-Apr-15,Arlington
4/8/2015,FTS International,Brazos,Brazos Valley WDA,194,8-Apr-15,8-Apr-15,Bryan
4/8/2015,Durham School Services-Lewisville,Denton,North Central Texas WDA,358,8-Jun-15,8-Apr-15,Lewisville
4/8/2015,Durham School Services-Burleson,Johnson,North Central Texas WDA,124,8-Jun-15,8-Apr-15,Burleson
4/7/2015,"Lufkin Industries, (GE Oil & Gas)",Angelina,Deep East Texas WDA,149,26-Mar-15,7-Apr-15,Lufkin
3/30/2015,"Seadrill Americas, Inc.",Harris,Gulf Coast WDA,159,4/1/2015,30-Mar-15,Houston
3/27/2015,AF Global Corporation,Harris,Gulf Coast WDA,89,5/18/2015,27-Mar-15,Houston
3/26/2015,LabCorp-Dallas,Dallas,Dallas County WDA,56,9/25/2015,26-Mar-15,Dallas
3/24/2015,East Texas Medical Center-Crockett,Houston,Deep East Texas WDA,120,5/31/2015,24-Mar-15,Crockett
3/24/2015,Tenaris dba Texas ARAI-Maverick Tube Corp.,Fort Bend,Gulf Coast WDA,133,5/23/2015,24-Mar-15,Houston
3/23/2015,Halliburton Energy Services-Alice,Jim Wells,Coastal Bend WDA,60,3/19/2015,23-Mar-15,Alice
3/23/2015,Boeing Company,Harris,Gulf Coast WDA,9,5/25/2015,23-Mar-15,Houston
3/17/2015,Justin Brands,Tarrant,Tarrant County WDA,68,5/15/2015,17-Mar-15,Ft. Worth
3/17/2015,Trican Well Service,Ector,Permian Basin WDA,137,3/20/2015,17-Mar-15,Odessa
3/13/2015,Hewlett Packard - Houston2,Harris,Gulf Coast WDA,77,1/23/2015,13-Mar-15,Houston
3/6/2015,Softcard,Dallas,Dallas County WDA,121,5/8/2015,6-Mar-15,Dallas
3/6/2015,Sprint-Irving3,Dallas,Dallas County WDA,68,3/5/2015,6-Mar-15,Irving
3/4/2015,"Oilfield Trucking Solutions, a subsidiary of Seventy Seven Energy, Inc.",Frio,Alamo WDA,93,4/5/2015,4-Mar-15,Pearsall
3/3/2015,"Ultra Premium Oilfield, LTD",Ector,Permian Basin WDA,78,5/1/2015,3-Mar-15,Odessa
3/2/2015,Management & Training Corp. (MTC)-Willacy Proc Ctr,Willacy,Lower Rio Grande Valley WDA,337,2/27/2015,2-Mar-15,Raymondville
2/26/2015,SER Jobs for Progress-Administrative Office,Bexar,Alamo WDA,,2/28/2015,26-Feb-15,San Antonio
2/25/2015,Baker Hughes-Snyder,Scurry,West Central WDA,133,2/3/2015,25-Feb-15,Snyder
2/25/2015,Boeing Company,Harris,Gulf Coast WDA,7,4/24/2015,25-Feb-15,Houston
2/24/2015,Convergys Customer Management Group Inc.-Pharr,Hidalgo,Lower Rio Grande Valley WDA,281,4/30/2015,24-Feb-15,Pharr
2/24/2015,Baker Hughes-Kilgore,Gregg,East Texas WDA,58,2/2/2015,24-Feb-15,Kilgore
2/23/2015,"Advanced Stimulation Technologies, Inc.",Midland,Permian Basin WDA,69,2/11/2015,23-Feb-15,Midland
2/23/2015,Maverick Tube Corporation d/b/a Tenaris Conroe,Montgomery,Gulf Coast WDA,236,4/24/2015,23-Mar-15,Conroe
2/20/2015,Amega West,Smith,East Texas WDA,58,4/21/2015,20-Feb-15,Tyler
2/20/2015,US Steel Tubular Products - Hughes Springs,Cass,North East Texas WDA,63,4/26/2015,20-Feb-15,Hughes Springs
2/18/2015,Bank of America-Plano2,Collin,North Central Texas WDA,22,4/13/2015,18-Feb-15,Plano
2/18/2015,Bank of America - Addison,Dallas,Dallas County WDA,71,4/13/2015,18-Feb-15,Addison
2/17/2015,Bank of America - Plano,Collin,North Central Texas WDA,23,4/15/2015,17-Feb-15,Plano
2/17/2015,Hamilton Scientific,Williamson,Rural Capital WDA,67,3/6/2015,17-Feb-15,Round Rock
2/17/2015,"Acme Energy Services, Inc. dba Big Dog Drilling",Midland,Permian Basin WDA,31,4/17/2015,17-Feb-15,Midland
2/9/2015,Baker Hughes-Alice,Jim Wells,Coastal Bend WDA,51,2/9/2015,9-Feb-15,Alice
2/6/2015,JELD-WEN -Temple,Bell,Central Texas WDA,69,3/31/2015,6-Feb-15,Temple
2/5/2015,"Aramark Sports and Entertainment Services of TX, LLC",Harris,Gulf Coast WDA,77,2/28/2015,5-Feb-15,Houston
2/5/2015,Apex Tool Group,Dallas,Dallas County WDA,261,4/6/2015,5-Feb-15,Garland
2/5/2015,Boeing Company,Harris,Gulf Coast WDA,2,4/3/2015,5-Feb-15,Houston
2/5/2015,Baker Hughes-Mineral Wells,Palo Pinto,North Central Texas WDA,110,2/5/2015,5-Feb-15,Mineral Wells
2/4/2015,Radio Shack Corporation,Tarrant,Tarrant County WDA,683,3/13/2015,4-Feb-15,Ft. Worth
2/4/2015,Radio Shack Support Facilities & Distribution Center,Tarrant,Tarrant County WDA,344,3/13/2015,4-Feb-15,Ft. Worth
2/2/2015,"Sentry Supply Inc.,dba Superior Supply Inc.",Dimmit,Middle Rio Grande WDA,4,2/28/2015,2-Feb-15,Carrizo Springs
1/30/2015,Convergys Contact Center,Cherokee,East Texas WDA,78,4/2/2015,30-Jan-15,Jacksonville
1/30/2015,Lariat Services - Odessa,Ector,Permian Basin WDA,26,3/29/2015,30-Jan-15,Odessa
1/30/2015,"Sandridge Energy, Inc.",Ector,Permian Basin WDA,25,3/29/2015,30-Jan-15,Odessa
1/29/2015,Office Max - Garland,Dallas,Dallas County WDA,58,3/30/2015,29-Jan-15,Garland
1/29/2015,"Lufkin Industries, Inc. (GE Oil & Gas)",Angelina,Deep East Texas WDA,330,3/26/2015,29-Jan-15,Lufkin
1/29/2015,"Trican Well Service, L.P.",Gregg,East Texas WDA,125,3/29/2015,29-Jan-15,Longview
1/27/2015,US Steel Tubular Products- Lone Star,Morris,North East Texas WDA,318,2/1/2015,27-Jan-15,Lone Star
1/20/2015,Laredo Petroleum,Dallas,Dallas County WDA,36,1/20/2015,1/20/2015,Farmers Branch
1/20/2015,Boeing Company,Harris,Gulf Coast WDA,3,3/20/2015,20-Jan-15,Houston
1/15/2015,Engineered Polymer Solutions-Garland2,Dallas,Dallas County WDA,23,5/22/2015,1/15/2015,Garland
1/15/2015,PCI Manufacturing LLC,Hopkins,North East Texas WDA,0,1/15/2015,1/15/2015,Sulphur Springs
1/15/2015,Engineered Polymer Solutions-Garland,Dallas,Dallas County WDA,31,3/17/2015,1/15/2015,Garland
1/14/2015,Sendero Drilling,Tom Green,Concho Valley WDA,30,9/1/2015,1/14/2015,San Angelo
1/6/2015,US Steel Tubular Products - Houston2,Harris,Gulf Coast WDA,142,3/8/2015,1/6/2015,Houston
1/5/2015,HighMount Exploration & Production LLC,Harris,Gulf Coast WDA,11,12/1/2014,1/5/2015,Houston
12/30/2014,"Schenker, Inc.",El Paso,Upper Rio Grande WDA,18,3/2/2015,30-Dec-14,El Paso
12/22/2014,Boeing Company,Harris,Gulf Coast WDA,1,2/20/2015,22-Dec-14,Houston
12/22/2014,Sears Holdings-Unit 45446,Dallas,Dallas County WDA,77,12/17/2015,22-Dec-14,Dallas
12/18/2014,WFF Facility Services,Hays,Rural Capital WDA,72,1/11/2015,18-Dec-14,San Marcos
12/18/2014,"21CT, Inc.",Travis,Capital Area WDA,65,12/31/2014,18-Dec-14,Austin
12/8/2014,Uti Intregrated Logistics-Lancaster,Dallas,Dallas County WDA,75,2/1/2015,8-Dec-14,Lancaster
11/25/2014,East Texas Medical Center,Franklin,North East Texas WDA,8,1/31/2015,25-Nov-14,Mt Vernon
11/24/2014,Boeing Company,Harris,Gulf Coast WDA,6,11/23/2015,24-Nov-14,Houston
11/21/2014,Hewlett Packard - Houston2,Harris,Gulf Coast WDA,66,10/24/2014,21-Nov-14,Houston
11/11/2014,"Telect, Inc.-Plano",Collin,North Central Texas WDA,116,1/11/2015,11-Nov-14,Plano
11/10/2014,"Penncro Associates, Inc-Bryan",Brazos,Brazos Valley WDA,237,11/28/2014,10-Nov-14,Bryan
11/10/2014,American Cotton Growers,Lamb,South Plains WDA,340,1/6/2015,10-Nov-14,Littlefield
11/6/2014,Boeing Company,Harris,Gulf Coast WDA,1,1/1/2015,6-Nov-14,Houston
11/6/2014,BAE Systems Technology Solutions & Services,Tarrant,Tarrant County WDA,203,11/6/2014,6-Nov-14,Ft. Worth
11/3/2014,HighMount Exploration & Production LLC,Harris,Gulf Coast WDA,19,12/1/2014,3-Nov-14,Houston
10/30/2014,Uti Integrated Logistics-Dallas,Dallas,Dallas County WDA,371,11/10/2014,30-Oct-14,Dallas
10/30/2014,Capital One,Harris,Gulf Coast WDA,111,1/2/2015,30-Oct-14,Houston
10/30/2014,Hercules Offshore,Harris,Gulf Coast WDA,36,12/31/2014,30-Oct-14,Houston
10/30/2014,East Texas Medical Center,Franklin,North East Texas WDA,58,12/31/2014,30-Oct-14,Mt Vernon
10/29/2014,East Texas Medical Center-Clarksville,Red River,North East Texas WDA,82,12/31/2014,29-Oct-14,Clarksville
10/17/2014,"PESystems, Inc.",Bexar,Alamo WDA,67,12/17/2014,17-Oct-14,San Antonio
10/17/2014,GAF,Dallas,Dallas County WDA,40,12/19/2014,17-Oct-14,Dallas
10/17/2014,Pexco-Houston,Harris,Gulf Coast WDA,40,12/8/2014,17-Oct-14,Houston
10/16/2014,Conduit Global-Operator Service Co. LLC DBA,Lubbock,South Plains WDA,136,12/15/2014,16-Oct-14,Lubbock
10/14/2014,Boeing Company,Harris,Gulf Coast WDA,14,12/12/2014,14-Oct-14,Houston
10/10/2014,Bank of America - Addison,Dallas,Dallas County WDA,75,12/7/2014,10-Oct-14,Addison
10/6/2014,Bank of America - Plano,Collin,North Central Texas WDA,93,11/7/2014,6-Oct-14,Plano
10/6/2014,Bank of America-Plano2,Collin,North Central Texas WDA,94,11/7/2014,6-Oct-14,Plano
10/6/2014,Spring Branch Healthcare Center,Harris,Gulf Coast WDA,80,12/5/2014,6-Oct-14,Houston
9/30/2014,HighMount Exploration & Production LLC,Harris,Gulf Coast WDA,11,11/10/2014,30-Sep-14,Houston
9/25/2014,Bank of America - Fort Worth,Tarrant,Tarrant County WDA,50,11/17/2014,25-Sep-14,Ft. Worth
9/22/2014,Boeing Company,Harris,Gulf Coast WDA,34,11/21/2014,22-Sep-14,Houston
9/17/2014,Abbott Vascular,Harris,Gulf Coast WDA,52,9/14/2014,17-Sep-14,Webster
9/16/2014,Menzies Aviation,Harris,Gulf Coast WDA,324,11/30/2014,16-Sep-14,Houston
9/16/2014,"Houston Regional Sports Network, L.P.",Harris,Gulf Coast WDA,141,10/17/2014,16-Sep-14,Houston
9/9/2014,HighMount Exploration & Production LLC,Harris,Gulf Coast WDA,35,10/24/2014,9-Sep-14,Houston
9/4/2014,ImageAPI,Midland,Permian Basin WDA,92,11/3/2014,4-Sep-14,Midland
9/4/2014,Fluor Federal Solutions LLC,Collin,North Central Texas WDA,79,10/31/2014,4-Sep-14,McKinney
9/3/2014,"Leo's Foods, Inc.",Tarrant,Tarrant County WDA,87,10/10/2014,3-Sep-14,Ft. Worth
9/3/2014,Maximus-Midland,Midland,Permian Basin WDA,319,11/14/2014,3-Sep-14,Midland
9/2/2014,East Texas Medical Center-Gilmore,Upshur,East Texas WDA,36,10/31/2014,2-Sep-14,Gilmer
9/2/2014,North Texas Job Corps Center,Collin,North Central Texas WDA,240,10/31/2014,2-Sep-14,McKinney
8/27/2014,Riverstone Residential Group,Dallas,Dallas County WDA,101,10/31/2014,27-Aug-14,Dallas
8/25/2014,Boeing Company,Harris,Gulf Coast WDA,3,10/24/2014,25-Aug-14,Houston
8/13/2014,Taylor Made Golf Co.- Adams Golf,Collin,North Central Texas WDA,138,10/15/2014,13-Aug-14,Plano
8/11/2014,Saddle Creek Logistics Services,Dallas,Dallas County WDA,89,10/11/2014,11-Aug-14,Lancaster
8/11/2014,Day & Zimmermann,Bowie,North East Texas WDA,90,10/15/2014,11-Aug-14,Texarkana
8/8/2014,"Springleaf Financial, Inc.-Dallas Service Center",Dallas,Dallas County WDA,114,10/5/2014,8-Aug-14,Irving
8/7/2014,L & H Packing Company,Bexar,Alamo WDA,325,8/15/2014,7-Aug-14,San Antonio
8/7/2014,Xerox Business Services-Houston,Harris,Gulf Coast WDA,468,9/30/2014,7-Aug-14,Houston
8/5/2014,Launch Ability,Dallas,Dallas County WDA,95,9/1/2014,5-Aug-14,Dallas
8/4/2014,Bank of America - InfoMart,Dallas,Dallas County WDA,51,9/30/2014,4-Aug-14,Dallas
8/4/2014,Sprint-Ft Worth,Tarrant,Tarrant County WDA,78,7/31/2014,4-Aug-14,Ft. Worth
8/1/2014,Ceva Logistics-Lewisville,Denton,North Central Texas WDA,189,12/31/2014,1-Aug-14,Lewisville
7/30/2014,Coworx Staffing Services,Tarrant,Tarrant County WDA,95,12/31/2014,30-Jul-14,Ft. Worth
7/28/2014,"Professional Transportation, Inc.",Jefferson,South East Texas WDA,,10/1/2014,28-Jul-14,Beaumont
7/23/2014,Johns Manville,Johnson,North Central Texas WDA,90,9/23/2014,23-Jul-14,Cleburne
7/22/2014,Boeing Company,Harris,Gulf Coast WDA,3,9/19/2014,22-Jul-14,Houston
7/18/2014,Anthem College,Dallas,Dallas County WDA,30,9/15/2014,18-Jul-14,Irving
7/14/2014,Valmont Newark,Tarrant,Tarrant County WDA,90,9/9/2014,14-Jul-14,Mansfield
7/11/2014,"United Space Alliance, LLC",Harris,Gulf Coast WDA,13,10/1/2014,11-Jul-14,Houston
7/11/2014,"United Space Alliance, LLC (JSC) - Houston2",Harris,Gulf Coast WDA,502,10/1/2014,11-Jul-14,Houston
7/10/2014,"Conduit Global-kgb USA, Inc.",Bexar,Alamo WDA,225,8/31/2014,10-Jul-14,San Antonio
7/1/2014,Travelocity-,Bexar,Alamo WDA,85,8/31/2014,1-Jul-14,San Antonio
6/30/2014,Pactiv Food Service/food Packaging,Dallas,Dallas County WDA,66,8/29/2014,30-Jun-14,Dallas
6/26/2014,"Red Ventures, LLC",Bexar,Alamo WDA,92,9/19/2014,26-Jun-14,San Antonio
6/24/2014,ThermoFisher Scientific,Travis,Capital Area WDA,115,9/26/2014,24-Jun-14,Austin
6/24/2014,Sitel-San Angelo,Tom Green,Concho Valley WDA,378,8/23/2014,24-Jun-14,San Angelo
6/23/2014,Boeing Company,Harris,Gulf Coast WDA,189,8/22/2014,23-Jun-14,Houston
6/11/2014,American Commercial College-Lubbock,Lubbock,South Plains WDA,5,6/11/2014,11-Jun-14,Lubbock
6/11/2014,American Commercial College-Odessa,Ector,Permian Basin WDA,11,6/11/2014,11-Jun-14,Odessa
6/11/2014,American Commercial College-Wichita Falls,Wichita,North Texas WDA,16,6/11/2014,11-Jun-14,Wichita Falls
6/11/2014,American Commercial College-San Angelo,Tom Green,Concho Valley WDA,12,6/11/2014,11-Jun-14,San Angelo
6/9/2014,"Entropic Communications, Inc.",Travis,Capital Area WDA,62,8/8/2014,9-Jun-14,Austin
6/6/2014,Bank of America - Addison,Dallas,Dallas County WDA,10,8/4/2014,6/6/2014,Addison
6/4/2014,NFI Industries,Gregg,East Texas WDA,71,7/31/2014,6/4/2014,Longview
6/3/2014,First Transit-San Marcos,Hays,Rural Capital WDA,90,9/9/2014,6/3/2014,San Marcos
6/3/2014,US Steel Tubular Products - Bellview,Austin,Gulf Coast WDA,71,8/3/2014,6/3/2014,Bellville
6/3/2014,"Triumph Hospital of E. Houston, LP dba Kindred Hospital",Harris,Gulf Coast WDA,139,7/31/2014,6/3/2014,Channelview
6/3/2014,"Triumph Hospital of N. Houston, LP dba Kindred Hospital",Harris,Gulf Coast WDA,107,7/31/2014,6/3/2014,Houston
6/2/2014,HighMount Exploration & Production LLC,Harris,Gulf Coast WDA,5,7/28/2014,6/2/2014,Houston
5/30/2014,Flextronics-Ft. Worth,Tarrant,Tarrant County WDA,223,8/1/2014,5/30/2014,Ft. Worth
5/30/2014,Boeing Company,Harris,Gulf Coast WDA,4,7/25/2014,5/30/2014,Houston
5/30/2014,Sprint-Ft Worth,Tarrant,Tarrant County WDA,2,5/30/2014,5/30/2014,Ft. Worth
5/30/2014,Sprint-Temple,Bell,Central Texas WDA,37,5/30/2014,5/30/2014,Temple
5/29/2014,Bank of America - Plano,Collin,North Central Texas WDA,21,7/20/2014,5/29/2014,Plano
5/29/2014,Bank of America-Plano2,Collin,North Central Texas WDA,20,7/20/2014,5/29/2014,Plano
5/16/2014,Sears Parts Distribution Center,Tarrant,Tarrant County WDA,55,6/29/2014,5/16/2014,Ft. Worth
5/15/2014,"Texas Tile Manufacturing, LLC",Harris,Gulf Coast WDA,99,7/18/2014,5/15/2014,Houston
5/15/2014,Tarkett,Harris,Gulf Coast WDA,10,7/18/2014,5/15/2014,Houston
5/8/2014,Bank of America-Amon Carter,Tarrant,Tarrant County WDA,58,6/22/2014,5/8/2014,Ft. Worth
5/8/2014,Sims Recycling Solutions,Dallas,Dallas County WDA,45,7/31/2014,5/8/2014,Dallas
5/5/2014,Honeywell Aerospace,Dallas,Dallas County WDA,40,7/1/2014,5/5/2014,Irving
5/2/2014,"Penncro Associates, Inc.",Hidalgo,Lower Rio Grande Valley WDA,125,5/9/2014,5/2/2014,McAllen
4/30/2014,Express Scripts-Irving,Dallas,Dallas County WDA,148,6/29/2014,4/30/2014,Irving
4/30/2014,Express Scripts-Ft. Worth,Tarrant,Tarrant County WDA,418,6/29/2014,4/30/2014,Ft. Worth
4/29/2014,Kimberly-Clark - San Antonio,Bexar,Alamo WDA,87,6/30/2014,4/29/2014,San Antonio
4/25/2014,Veolia Transportation-Austin,Travis,Capital Area WDA,118,5/10/2014,4/25/2014,Austin
4/22/2014,Greatwide Dedicated Transport III,Montgomery,Gulf Coast WDA,50,6/22/2014,4/22/2014,New Caney
4/21/2014,Boeing Company,Harris,Gulf Coast WDA,12,6/20/2014,4/21/2014,Houston
4/15/2014,Oak Farms Dallas West,Dallas,Dallas County WDA,173,6/27/2014,4/15/2014,Dallas
4/11/2014,"Onda Lay Pipe and Rental, Inc.",Midland,Permian Basin WDA,58,6/9/2014,4/11/2014,Midland
4/11/2014,Excel Garment Mfg. Inc.,El Paso,Upper Rio Grande WDA,80,5/21/2014,4/11/2014,El Paso
4/11/2014,Ryder Logistics - Roanoke2,Denton,North Central Texas WDA,85,6/28/2014,4/11/2014,Roanoke
4/9/2014,Dallas Colgate Oral Pharmaceuticals,Dallas,Dallas County WDA,14,6/30/2014,4/9/2014,Dallas
4/7/2014,Emeritus at Vickery Towers,Dallas,Dallas County WDA,127,6/6/2014,4/7/2014,Dallas
3/24/2014,Macy's-Sage Road,Harris,Gulf Coast WDA,136,5/22/2014,3/24/2014,Houston
3/21/2014,URS Corp.,Travis,Capital Area WDA,78,5/12/2014,3/21/2014,Austin
3/19/2014,Sprint,Tarrant,Tarrant County WDA,453,3/18/2014,3/19/2014,Ft. Worth
3/19/2014,Sprint,Bell,Central Texas WDA,170,3/18/2014,3/19/2014,Temple
3/11/2014,"The Fresh Market, Inc.-#165",Harris,Gulf Coast WDA,54,5/6/2014,3/11/2014,Houston
3/10/2014,PepsiCo-Dallas,Dallas,Dallas County WDA,132,5/12/2014,3/10/2014,Dallas
3/10/2014,PepsiCo-Dallas Metro warehouse,Dallas,Dallas County WDA,31,5/12/2014,3/10/2014,Dallas
3/7/2014,"Dallas Airmotive, Inc.",Dallas,Dallas County WDA,10,5/6/2014,3/7/2014,Dallas
3/3/2014,Bank of America - Addison,Dallas,Dallas County WDA,6,4/13/2014,3/3/2014,Addison
3/3/2014,Bank of America-Amon Carter,Tarrant,Tarrant County WDA,36,4/13/2014,3/3/2014,Ft. Worth
3/3/2014,Bank of America - Plano,Collin,North Central Texas WDA,37,4/13/2014,3/3/2014,Plano
3/3/2014,Bank of America-Richardson2,Dallas,Dallas County WDA,40,4/23/2014,3/3/2014,Richardson
3/3/2014,Bechtel Power Corporation,Grayson,Texoma WDA,63,4/25/2014,3/3/2014,Sherman
3/3/2014,Bank of America-Plano2,Collin,North Central Texas WDA,37,4/13/2014,3/3/2014,Plano
3/3/2014,L-3 Communications,Nueces,Coastal Bend WDA,0,,3/3/2014,Corpus Christi
2/28/2014,Northwood University,Dallas,Dallas County WDA,60,5/3/2014,2/28/2014,Cedar Hill
2/28/2014,Boeing Company,Bexar,Alamo WDA,428,5/2/2014,3/3/2014,San Antonio
2/27/2014,RockTenn-Grand Prairie,Tarrant,Tarrant County WDA,66,4/25/2014,2/27/2014,Grand Prairie
2/27/2014,Mitsubishi Nuclear Energy Systems,Dallas,Dallas County WDA,2,3/31/2014,2/27/2014,Irving
2/25/2014,"Green Tree Servicing, LLC",Dallas,Dallas County WDA,82,4/28/2014,2/25/2014,Dallas
2/25/2014,URS Corp.,Travis,Capital Area WDA,79,4/28/2014,2/25/2014,Austin
2/24/2014,HelioVolt Corporation,Travis,Capital Area WDA,103,4/25/2014,2/24/2014,Austin
2/24/2014,General Dynamics IT,Harris,Gulf Coast WDA,1195,4/25/2014,2/24/2014,Houston
2/24/2014,"Blood Systems, Inc.",El Paso,Upper Rio Grande WDA,102,4/14/2014,2/24/2014,El Paso
2/19/2014,Boeing Company,Harris,Gulf Coast WDA,4,4/18/2014,2/19/2014,Houston
2/12/2014,Extreme Reach,Dallas,Dallas County WDA,117,2/7/2014,2/12/2014,Irving
2/4/2014,Boeing Company,Harris,Gulf Coast WDA,3,4/4/2014,2/4/2014,Houston
2/4/2014,Sealy Mattress Company,Tarrant,Tarrant County WDA,114,5/31/2014,2/4/2014,N. Richland Hills
2/3/2014,Tandy Brands,Dallas,Dallas County WDA,94,1/31/2014,2/3/2014,Dallas
1/31/2014,Royal Appliance Mfg. Co.,El Paso,Upper Rio Grande,209,3/31/2014,1/31/2014,El Paso
1/28/2014,Kimberly Clark,Bexar,Alamo WDA,90,6/12/2014,1/28/2014,San Antonio
1/27/2014,AccuFleet International,Harris,Gulf Coast WDA,70,2/11/2014,1/27/2014,Houston
1/22/2014,"Lexicon Pharmaceuticals, Inc.",Montgomery,Gulf Coast WDA,130,1/31/2014,1/22/2014,Woodlands
1/22/2014,"Quality Terminal Services, LLC",Tarrant,Tarrant County WDA,194,2/28/2014,1/22/2014,Haslet
1/21/2014,Boeing Company,Harris,Gulf Coast WDA,1,3/21/2014,1/21/2014,Houston
1/15/2014,Jacobs Field Services N.A. Inc.- Lanxess Facility,Orange,South East Texas WDA,94,2/2/2014,1/15/2014,Orange
1/15/2014,Valley Therapy Cener,Hidalgo,Lower Rio Grande Valley WDA,0,2/1/2014,1/15/2014,McAllen
1/14/2014,Cameron International - Electra,Wichita,North Texas WDA,121,1/15/2014,1/14/2014,Electra
1/13/2014,Dr Pepper Snapple Group-Ft Worth,Tarrant,Tarrant County WDA,5,3/10/2014,1/13/2014,Ft. Worth
1/10/2014,Baylor Medical Center - Garland,Dallas,Dallas County WDA,47,4/7/2014,1/10/2014,Garland
1/10/2014,"Hubbell & Hudson Management, LLC.",Montgomery,Gulf Coast WDA,80,3/12/2014,1/10/2014,Woodlands
1/3/2014,"Atos IT Solutions and Services, Inc.",Dallas,Dallas County WDA,1,2/28/2014,1/3/2014,Irving
10/28/2013,Precision Camera,El Paso,Upper Rio Grande WDA,32,12/24/2013,10/28/2013,El Paso
10/22/2013,Convergys Customer Management Group Inc.- Brownsville,Cameron,Cameron County WDA,362,1/21/2014,10/22/2013,Brownsville
10/17/2013,Wells Fargo and Co.- Irving,Dallas,Dallas County WDA,125,12/15/2013,10/17/2013,Irving
10/16/2013,Dr Pepper Snapple Group,Harris,Gulf Coast WDA,112,12/6/2013,10/16/2013,Spring
10/15/2013,BAE Systems - Sealy,Austin,Gulf Coast WDA,190,12/20/2013,10/15/2013,Sealy
10/15/2013,"Corsicana Bedding Trucking, Inc.(Hwy 287)",Navarro,North Central Texas WDA,13,1/12/2014,10/15/2013,Corsicana
10/15/2013,"Corsicana Bedding Trucking, Inc. (Hwy 31)",Navarro,North Central Texas WDA,42,12/12/2014,10/15/2013,Corsicana
10/15/2013,"Corsicana Bedding Trucking, Inc.",Dallas,Dallas County WDA,5,12/12/2014,10/15/2013,Carrollton
10/15/2013,Travelocity-,Bexar,Alamo WDA,62,12/13/2013,10/15/2013,San Antonio
10/15/2013,The Eureka Company dba Electrolux,El Paso,Upper Rio Grande WDA,72,12/15/2013,10/15/2013,El Paso
10/14/2013,Boeing Company,Harris,Gulf Coast WDA,7,12/13/2013,10/14/2013,Houston
